"Season","Team","Conference","StatName","StatValue"
"2025","LSU","SEC","interceptionYards","230"
"2025","LSU","SEC","interceptionYardsOpponent","16"
"2025","LSU","SEC","kickReturns","19"
"2025","LSU","SEC","kickReturnsOpponent","12"
"2025","LSU","SEC","kickReturnTDs","0"
"2025","LSU","SEC","kickReturnTDsOpponent","0"
"2025","LSU","SEC","kickReturnYards","415"
"2025","LSU","SEC","kickReturnYardsOpponent","267"
"2025","LSU","SEC","netPassingYards","2717"
"2025","LSU","SEC","netPassingYardsOpponent","2430"
"2025","LSU","SEC","passAttempts","417"
"2025","LSU","SEC","passAttemptsOpponent","377"
"2025","LSU","SEC","passCompletions","275"
"2025","LSU","SEC","passCompletionsOpponent","219"
"2025","LSU","SEC","passesIntercepted","17"
"2025","LSU","SEC","passesInterceptedOpponent","7"
"2025","LSU","SEC","passingTDs","17"
"2025","LSU","SEC","passingTDsOpponent","10"
"2025","LSU","SEC","penalties","82"
"2025","LSU","SEC","penaltiesOpponent","87"
"2025","LSU","SEC","penaltyYards","676"
"2025","LSU","SEC","penaltyYardsOpponent","739"
"2025","LSU","SEC","possessionTime","22317"
"2025","LSU","SEC","possessionTimeOpponent","20883"
"2025","LSU","SEC","puntReturns","18"
"2025","LSU","SEC","puntReturnsOpponent","24"
"2025","LSU","SEC","puntReturnTDs","0"
"2025","LSU","SEC","puntReturnTDsOpponent","2"
"2025","LSU","SEC","puntReturnYards","182"
"2025","LSU","SEC","puntReturnYardsOpponent","371"
"2025","LSU","SEC","rushingAttempts","348"
"2025","LSU","SEC","rushingAttemptsOpponent","384"
"2025","LSU","SEC","rushingTDs","9"
"2025","LSU","SEC","rushingTDsOpponent","14"
"2025","LSU","SEC","rushingYards","1285"
"2025","LSU","SEC","rushingYardsOpponent","1411"
"2025","LSU","SEC","sacks","27"
"2025","LSU","SEC","sacksOpponent","25"
"2025","LSU","SEC","tacklesForLoss","62"
"2025","LSU","SEC","tacklesForLossOpponent","73"
"2025","LSU","SEC","thirdDownConversions","57"
"2025","LSU","SEC","thirdDownConversionsOpponent","54"
"2025","LSU","SEC","thirdDowns","162"
"2025","LSU","SEC","thirdDownsOpponent","162"
"2025","LSU","SEC","totalYards","4000"
"2025","LSU","SEC","totalYardsOpponent","3841"
"2025","LSU","SEC","turnovers","13"
"2025","LSU","SEC","turnoversOpponent","21"
"2025","Marshall","Sun Belt","firstDowns","255"
"2025","Marshall","Sun Belt","firstDownsOpponent","239"
"2025","Marshall","Sun Belt","fourthDownConversions","7"
"2025","Marshall","Sun Belt","fourthDownConversionsOpponent","11"
"2025","Marshall","Sun Belt","fourthDowns","16"
"2025","Marshall","Sun Belt","fourthDownsOpponent","21"
"2025","Marshall","Sun Belt","fumblesLost","9"
"2025","Marshall","Sun Belt","fumblesLostOpponent","8"
"2025","Marshall","Sun Belt","fumblesRecovered","8"
"2025","Marshall","Sun Belt","fumblesRecoveredOpponent","8"
"2025","Marshall","Sun Belt","games","12"
"2025","Marshall","Sun Belt","interceptions","6"
"2025","Marshall","Sun Belt","interceptionsOpponent","13"
"2025","Marshall","Sun Belt","interceptionTDs","3"
"2025","Marshall","Sun Belt","interceptionTDsOpponent","0"
"2025","Marshall","Sun Belt","interceptionYards","219"
"2025","Marshall","Sun Belt","interceptionYardsOpponent","38"
"2025","Marshall","Sun Belt","kickReturns","26"
"2025","Marshall","Sun Belt","kickReturnsOpponent","9"
"2025","Marshall","Sun Belt","kickReturnTDs","0"
"2025","Marshall","Sun Belt","kickReturnTDsOpponent","0"
"2025","Marshall","Sun Belt","kickReturnYards","560"
"2025","Marshall","Sun Belt","kickReturnYardsOpponent","207"
"2025","Marshall","Sun Belt","netPassingYards","2495"
"2025","Marshall","Sun Belt","netPassingYardsOpponent","3140"
"2025","Marshall","Sun Belt","passAttempts","335"
"2025","Marshall","Sun Belt","passAttemptsOpponent","368"
"2025","Marshall","Sun Belt","passCompletions","218"
"2025","Marshall","Sun Belt","passCompletionsOpponent","215"
"2025","Marshall","Sun Belt","passesIntercepted","13"
"2025","Marshall","Sun Belt","passesInterceptedOpponent","6"
"2025","Marshall","Sun Belt","passingTDs","18"
"2025","Marshall","Sun Belt","passingTDsOpponent","24"
"2025","Marshall","Sun Belt","penalties","82"
"2025","Marshall","Sun Belt","penaltiesOpponent","64"
"2025","Marshall","Sun Belt","penaltyYards","719"
"2025","Marshall","Sun Belt","penaltyYardsOpponent","550"
"2025","Marshall","Sun Belt","possessionTime","21662"
"2025","Marshall","Sun Belt","possessionTimeOpponent","21538"
"2025","Marshall","Sun Belt","puntReturns","22"
"2025","Marshall","Sun Belt","puntReturnsOpponent","14"
"2025","Marshall","Sun Belt","puntReturnTDs","0"
"2025","Marshall","Sun Belt","puntReturnTDsOpponent","0"
"2025","Marshall","Sun Belt","puntReturnYards","217"
"2025","Marshall","Sun Belt","puntReturnYardsOpponent","69"
"2025","Marshall","Sun Belt","rushingAttempts","497"
"2025","Marshall","Sun Belt","rushingAttemptsOpponent","459"
"2025","Marshall","Sun Belt","rushingTDs","23"
"2025","Marshall","Sun Belt","rushingTDsOpponent","21"
"2025","Marshall","Sun Belt","rushingYards","2378"
"2025","Marshall","Sun Belt","rushingYardsOpponent","1787"
"2025","Marshall","Sun Belt","sacks","28"
"2025","Marshall","Sun Belt","sacksOpponent","17"
"2025","Marshall","Sun Belt","tacklesForLoss","73"
"2025","Marshall","Sun Belt","tacklesForLossOpponent","58"
"2025","Marshall","Sun Belt","thirdDownConversions","58"
"2025","Marshall","Sun Belt","thirdDownConversionsOpponent","73"
"2025","Marshall","Sun Belt","thirdDowns","165"
"2025","Marshall","Sun Belt","thirdDownsOpponent","183"
"2025","Marshall","Sun Belt","totalYards","4873"
"2025","Marshall","Sun Belt","totalYardsOpponent","4927"
"2025","Marshall","Sun Belt","turnovers","15"
"2025","Marshall","Sun Belt","turnoversOpponent","21"
"2025","Maryland","Big Ten","firstDowns","219"
"2025","Maryland","Big Ten","firstDownsOpponent","271"
"2025","Maryland","Big Ten","fourthDownConversions","9"
"2025","Maryland","Big Ten","fourthDownConversionsOpponent","16"
"2025","Maryland","Big Ten","fourthDowns","25"
"2025","Maryland","Big Ten","fourthDownsOpponent","31"
"2025","Maryland","Big Ten","fumblesLost","5"
"2025","Maryland","Big Ten","fumblesLostOpponent","2"
"2025","Maryland","Big Ten","fumblesRecovered","2"
"2025","Maryland","Big Ten","fumblesRecoveredOpponent","5"
"2025","Maryland","Big Ten","games","12"
"2025","Maryland","Big Ten","interceptions","9"
"2025","Maryland","Big Ten","interceptionsOpponent","19"
"2025","Maryland","Big Ten","interceptionTDs","4"
"2025","Maryland","Big Ten","interceptionTDsOpponent","0"
"2025","Maryland","Big Ten","interceptionYards","335"
"2025","Maryland","Big Ten","interceptionYardsOpponent","64"
"2025","Maryland","Big Ten","kickReturns","17"
"2025","Maryland","Big Ten","kickReturnsOpponent","40"
"2025","Maryland","Big Ten","kickReturnTDs","0"
"2025","Maryland","Big Ten","kickReturnTDsOpponent","1"
"2025","Maryland","Big Ten","kickReturnYards","252"
"2025","Maryland","Big Ten","kickReturnYardsOpponent","947"
"2025","Maryland","Big Ten","netPassingYards","3068"
"2025","Maryland","Big Ten","netPassingYardsOpponent","2718"
"2025","Maryland","Big Ten","passAttempts","491"
"2025","Maryland","Big Ten","passAttemptsOpponent","383"
"2025","Maryland","Big Ten","passCompletions","284"
"2025","Maryland","Big Ten","passCompletionsOpponent","242"
"2025","Maryland","Big Ten","passesIntercepted","19"
"2025","Maryland","Big Ten","passesInterceptedOpponent","9"
"2025","Maryland","Big Ten","passingTDs","18"
"2025","Maryland","Big Ten","passingTDsOpponent","25"
"2025","Maryland","Big Ten","penalties","72"
"2025","Maryland","Big Ten","penaltiesOpponent","60"
"2025","Maryland","Big Ten","penaltyYards","669"
"2025","Maryland","Big Ten","penaltyYardsOpponent","506"
"2025","Maryland","Big Ten","possessionTime","19425"
"2025","Maryland","Big Ten","possessionTimeOpponent","23775"
"2025","Maryland","Big Ten","puntReturns","18"
"2025","Maryland","Big Ten","puntReturnsOpponent","11"
"2025","Maryland","Big Ten","puntReturnTDs","0"
"2025","Maryland","Big Ten","puntReturnTDsOpponent","0"
"2025","Maryland","Big Ten","puntReturnYards","128"
"2025","Maryland","Big Ten","puntReturnYardsOpponent","95"
"2025","Maryland","Big Ten","rushingAttempts","304"
"2025","Maryland","Big Ten","rushingAttemptsOpponent","477"
"2025","Maryland","Big Ten","rushingTDs","9"
"2025","Maryland","Big Ten","rushingTDsOpponent","13"
"2025","Maryland","Big Ten","rushingYards","1266"
"2025","Maryland","Big Ten","rushingYardsOpponent","2111"
"2025","Maryland","Big Ten","sacks","27"
"2025","Maryland","Big Ten","sacksOpponent","9"
"2025","Maryland","Big Ten","tacklesForLoss","65"
"2025","Maryland","Big Ten","tacklesForLossOpponent","44"
"2025","Maryland","Big Ten","thirdDownConversions","63"
"2025","Maryland","Big Ten","thirdDownConversionsOpponent","72"
"2025","Maryland","Big Ten","thirdDowns","172"
"2025","Maryland","Big Ten","thirdDownsOpponent","171"
"2025","Maryland","Big Ten","totalYards","4334"
"2025","Maryland","Big Ten","totalYardsOpponent","4829"
"2025","Maryland","Big Ten","turnovers","14"
"2025","Maryland","Big Ten","turnoversOpponent","21"
"2025","Massachusetts","Mid-American","firstDowns","186"
"2025","Massachusetts","Mid-American","firstDownsOpponent","277"
"2025","Massachusetts","Mid-American","fourthDownConversions","6"
"2025","Massachusetts","Mid-American","fourthDownConversionsOpponent","13"
"2025","Massachusetts","Mid-American","fourthDowns","26"
"2025","Massachusetts","Mid-American","fourthDownsOpponent","19"
"2025","Massachusetts","Mid-American","fumblesLost","7"
"2025","Massachusetts","Mid-American","fumblesLostOpponent","5"
"2025","Massachusetts","Mid-American","fumblesRecovered","5"
"2025","Massachusetts","Mid-American","fumblesRecoveredOpponent","7"
"2025","Massachusetts","Mid-American","games","12"
"2025","Massachusetts","Mid-American","interceptions","9"
"2025","Massachusetts","Mid-American","interceptionsOpponent","4"
"2025","Massachusetts","Mid-American","interceptionTDs","1"
"2025","Massachusetts","Mid-American","interceptionTDsOpponent","0"
"2025","Massachusetts","Mid-American","interceptionYards","86"
"2025","Massachusetts","Mid-American","interceptionYardsOpponent","74"
"2025","Massachusetts","Mid-American","kickReturns","9"
"2025","Massachusetts","Mid-American","kickReturnsOpponent","23"
"2025","Massachusetts","Mid-American","kickReturnTDs","0"
"2025","Massachusetts","Mid-American","kickReturnTDsOpponent","1"
"2025","Massachusetts","Mid-American","kickReturnYards","160"
"2025","Massachusetts","Mid-American","kickReturnYardsOpponent","562"
"2025","Massachusetts","Mid-American","netPassingYards","1981"
"2025","Massachusetts","Mid-American","netPassingYardsOpponent","2550"
"2025","Massachusetts","Mid-American","passAttempts","415"
"2025","Massachusetts","Mid-American","passAttemptsOpponent","296"
"2025","Massachusetts","Mid-American","passCompletions","223"
"2025","Massachusetts","Mid-American","passCompletionsOpponent","200"
"2025","Massachusetts","Mid-American","passesIntercepted","4"
"2025","Massachusetts","Mid-American","passesInterceptedOpponent","9"
"2025","Massachusetts","Mid-American","passingTDs","8"
"2025","Massachusetts","Mid-American","passingTDsOpponent","29"
"2025","Massachusetts","Mid-American","penalties","62"
"2025","Massachusetts","Mid-American","penaltiesOpponent","56"
"2025","Massachusetts","Mid-American","penaltyYards","497"
"2025","Massachusetts","Mid-American","penaltyYardsOpponent","511"
"2025","Massachusetts","Mid-American","possessionTime","19392"
"2025","Massachusetts","Mid-American","possessionTimeOpponent","23808"
"2025","Massachusetts","Mid-American","puntReturns","10"
"2025","Massachusetts","Mid-American","puntReturnsOpponent","19"
"2025","Massachusetts","Mid-American","puntReturnTDs","0"
"2025","Massachusetts","Mid-American","puntReturnTDsOpponent","1"
"2025","Massachusetts","Mid-American","puntReturnYards","43"
"2025","Massachusetts","Mid-American","puntReturnYardsOpponent","352"
"2025","Massachusetts","Mid-American","rushingAttempts","352"
"2025","Massachusetts","Mid-American","rushingAttemptsOpponent","522"
"2025","Massachusetts","Mid-American","rushingTDs","6"
"2025","Massachusetts","Mid-American","rushingTDsOpponent","30"
"2025","Massachusetts","Mid-American","rushingYards","989"
"2025","Massachusetts","Mid-American","rushingYardsOpponent","2665"
"2025","Massachusetts","Mid-American","sacks","13"
"2025","Massachusetts","Mid-American","sacksOpponent","33"
"2025","Massachusetts","Mid-American","tacklesForLoss","40"
"2025","Massachusetts","Mid-American","tacklesForLossOpponent","90"
"2025","Massachusetts","Mid-American","thirdDownConversions","54"
"2025","Massachusetts","Mid-American","thirdDownConversionsOpponent","70"
"2025","Massachusetts","Mid-American","thirdDowns","176"
"2025","Massachusetts","Mid-American","thirdDownsOpponent","150"
"2025","Massachusetts","Mid-American","totalYards","2970"
"2025","Massachusetts","Mid-American","totalYardsOpponent","5215"
"2025","Massachusetts","Mid-American","turnovers","16"
"2025","Massachusetts","Mid-American","turnoversOpponent","9"
"2025","Memphis","American Athletic","firstDowns","278"
"2025","Memphis","American Athletic","firstDownsOpponent","231"
"2025","Memphis","American Athletic","fourthDownConversions","14"
"2025","Memphis","American Athletic","fourthDownConversionsOpponent","11"
"2025","Memphis","American Athletic","fourthDowns","22"
"2025","Memphis","American Athletic","fourthDownsOpponent","20"
"2025","Memphis","American Athletic","fumblesLost","2"
"2025","Memphis","American Athletic","fumblesLostOpponent","7"
"2025","Memphis","American Athletic","fumblesRecovered","7"
"2025","Memphis","American Athletic","fumblesRecoveredOpponent","2"
"2025","Memphis","American Athletic","games","12"
"2025","Memphis","American Athletic","interceptions","8"
"2025","Memphis","American Athletic","interceptionsOpponent","12"
"2025","Memphis","American Athletic","interceptionTDs","2"
"2025","Memphis","American Athletic","interceptionTDsOpponent","0"
"2025","Memphis","American Athletic","interceptionYards","113"
"2025","Memphis","American Athletic","interceptionYardsOpponent","77"
"2025","Memphis","American Athletic","kickReturns","11"
"2025","Memphis","American Athletic","kickReturnsOpponent","19"
"2025","Memphis","American Athletic","kickReturnTDs","1"
"2025","Memphis","American Athletic","kickReturnTDsOpponent","0"
"2025","Memphis","American Athletic","kickReturnYards","197"
"2025","Memphis","American Athletic","kickReturnYardsOpponent","314"
"2025","Memphis","American Athletic","netPassingYards","2815"
"2025","Memphis","American Athletic","netPassingYardsOpponent","2732"
"2025","Memphis","American Athletic","passAttempts","378"
"2025","Memphis","American Athletic","passAttemptsOpponent","366"
"2025","Memphis","American Athletic","passCompletions","258"
"2025","Memphis","American Athletic","passCompletionsOpponent","224"
"2025","Memphis","American Athletic","passesIntercepted","12"
"2025","Memphis","American Athletic","passesInterceptedOpponent","8"
"2025","Memphis","American Athletic","passingTDs","16"
"2025","Memphis","American Athletic","passingTDsOpponent","14"
"2025","Memphis","American Athletic","penalties","66"
"2025","Memphis","American Athletic","penaltiesOpponent","78"
"2025","Memphis","American Athletic","penaltyYards","560"
"2025","Memphis","American Athletic","penaltyYardsOpponent","618"
"2025","Memphis","American Athletic","possessionTime","22719"
"2025","Memphis","American Athletic","possessionTimeOpponent","20480"
"2025","Memphis","American Athletic","puntReturns","15"
"2025","Memphis","American Athletic","puntReturnsOpponent","6"
"2025","Memphis","American Athletic","puntReturnTDs","0"
"2025","Memphis","American Athletic","puntReturnTDsOpponent","0"
"2025","Memphis","American Athletic","puntReturnYards","125"
"2025","Memphis","American Athletic","puntReturnYardsOpponent","22"
"2025","Memphis","American Athletic","rushingAttempts","435"
"2025","Memphis","American Athletic","rushingAttemptsOpponent","427"
"2025","Memphis","American Athletic","rushingTDs","34"
"2025","Memphis","American Athletic","rushingTDsOpponent","20"
"2025","Memphis","American Athletic","rushingYards","2232"
"2025","Memphis","American Athletic","rushingYardsOpponent","1601"
"2025","Memphis","American Athletic","sacks","18"
"2025","Memphis","American Athletic","sacksOpponent","31"
"2025","Memphis","American Athletic","tacklesForLoss","72"
"2025","Memphis","American Athletic","tacklesForLossOpponent","71"
"2025","Memphis","American Athletic","thirdDownConversions","62"
"2025","Memphis","American Athletic","thirdDownConversionsOpponent","68"
"2025","Memphis","American Athletic","thirdDowns","151"
"2025","Memphis","American Athletic","thirdDownsOpponent","170"
"2025","Memphis","American Athletic","totalYards","5047"
"2025","Memphis","American Athletic","totalYardsOpponent","4333"
"2025","Memphis","American Athletic","turnovers","10"
"2025","Memphis","American Athletic","turnoversOpponent","19"
"2025","Miami","ACC","firstDowns","276"
"2025","Miami","ACC","firstDownsOpponent","191"
"2025","Miami","ACC","fourthDownConversions","11"
"2025","Miami","ACC","fourthDownConversionsOpponent","12"
"2025","Miami","ACC","fourthDowns","18"
"2025","Miami","ACC","fourthDownsOpponent","25"
"2025","Miami","ACC","fumblesLost","1"
"2025","Miami","ACC","fumblesLostOpponent","8"
"2025","Miami","ACC","fumblesRecovered","8"
"2025","Miami","ACC","fumblesRecoveredOpponent","1"
"2025","Miami","ACC","games","12"
"2025","Miami","ACC","interceptions","10"
"2025","Miami","ACC","interceptionsOpponent","12"
"2025","Miami","ACC","interceptionTDs","2"
"2025","Miami","ACC","interceptionTDsOpponent","0"
"2025","Miami","ACC","interceptionYards","195"
"2025","Miami","ACC","interceptionYardsOpponent","47"
"2025","Miami","ACC","kickReturns","13"
"2025","Miami","ACC","kickReturnsOpponent","7"
"2025","Miami","ACC","kickReturnTDs","0"
"2025","Miami","ACC","kickReturnTDsOpponent","0"
"2025","Miami","ACC","kickReturnYards","289"
"2025","Miami","ACC","kickReturnYardsOpponent","136"
"2025","Miami","ACC","netPassingYards","3310"
"2025","Miami","ACC","netPassingYardsOpponent","2291"
"2025","Miami","ACC","passAttempts","380"
"2025","Miami","ACC","passAttemptsOpponent","380"
"2025","Miami","ACC","passCompletions","280"
"2025","Miami","ACC","passCompletionsOpponent","226"
"2025","Miami","ACC","passesIntercepted","12"
"2025","Miami","ACC","passesInterceptedOpponent","10"
"2025","Miami","ACC","passingTDs","27"
"2025","Miami","ACC","passingTDsOpponent","11"
"2025","Miami","ACC","penalties","91"
"2025","Miami","ACC","penaltiesOpponent","57"
"2025","Miami","ACC","penaltyYards","752"
"2025","Miami","ACC","penaltyYardsOpponent","502"
"2025","Miami","ACC","possessionTime","24277"
"2025","Miami","ACC","possessionTimeOpponent","18923"
"2025","Miami","ACC","puntReturns","14"
"2025","Miami","ACC","puntReturnsOpponent","9"
"2025","Miami","ACC","puntReturnTDs","0"
"2025","Miami","ACC","puntReturnTDsOpponent","0"
"2025","Miami","ACC","puntReturnYards","196"
"2025","Miami","ACC","puntReturnYardsOpponent","44"
"2025","Miami","ACC","rushingAttempts","427"
"2025","Miami","ACC","rushingAttemptsOpponent","358"
"2025","Miami","ACC","rushingTDs","23"
"2025","Miami","ACC","rushingTDsOpponent","8"
"2025","Miami","ACC","rushingYards","1799"
"2025","Miami","ACC","rushingYardsOpponent","1043"
"2025","Miami","ACC","sacks","34"
"2025","Miami","ACC","sacksOpponent","11"
"2025","Miami","ACC","tacklesForLoss","79"
"2025","Miami","ACC","tacklesForLossOpponent","42"
"2025","Miami","ACC","thirdDownConversions","69"
"2025","Miami","ACC","thirdDownConversionsOpponent","47"
"2025","Miami","ACC","thirdDowns","144"
"2025","Miami","ACC","thirdDownsOpponent","159"
"2025","Miami","ACC","totalYards","5109"
"2025","Miami","ACC","totalYardsOpponent","3334"
"2025","Miami","ACC","turnovers","11"
"2025","Miami","ACC","turnoversOpponent","20"
"2025","Miami (OH)","Mid-American","firstDowns","235"
"2025","Miami (OH)","Mid-American","firstDownsOpponent","243"
"2025","Miami (OH)","Mid-American","fourthDownConversions","11"
"2025","Miami (OH)","Mid-American","fourthDownConversionsOpponent","10"
"2025","Miami (OH)","Mid-American","fourthDowns","24"
"2025","Miami (OH)","Mid-American","fourthDownsOpponent","22"
"2025","Miami (OH)","Mid-American","fumblesLost","3"
"2025","Miami (OH)","Mid-American","fumblesLostOpponent","6"
"2025","Miami (OH)","Mid-American","fumblesRecovered","6"
"2025","Miami (OH)","Mid-American","fumblesRecoveredOpponent","3"
"2025","Miami (OH)","Mid-American","games","13"
"2025","Miami (OH)","Mid-American","interceptions","10"
"2025","Miami (OH)","Mid-American","interceptionsOpponent","14"
"2025","Miami (OH)","Mid-American","interceptionTDs","1"
"2025","Miami (OH)","Mid-American","interceptionTDsOpponent","1"
"2025","Miami (OH)","Mid-American","interceptionYards","148"
"2025","Miami (OH)","Mid-American","interceptionYardsOpponent","190"
"2025","Miami (OH)","Mid-American","kickReturns","19"
"2025","Miami (OH)","Mid-American","kickReturnsOpponent","26"
"2025","Miami (OH)","Mid-American","kickReturnTDs","1"
"2025","Miami (OH)","Mid-American","kickReturnTDsOpponent","1"
"2025","Miami (OH)","Mid-American","kickReturnYards","518"
"2025","Miami (OH)","Mid-American","kickReturnYardsOpponent","681"
"2025","Miami (OH)","Mid-American","netPassingYards","2550"
"2025","Miami (OH)","Mid-American","netPassingYardsOpponent","2586"
"2025","Miami (OH)","Mid-American","passAttempts","346"
"2025","Miami (OH)","Mid-American","passAttemptsOpponent","414"
"2025","Miami (OH)","Mid-American","passCompletions","177"
"2025","Miami (OH)","Mid-American","passCompletionsOpponent","232"
"2025","Miami (OH)","Mid-American","passesIntercepted","14"
"2025","Miami (OH)","Mid-American","passesInterceptedOpponent","10"
"2025","Miami (OH)","Mid-American","passingTDs","17"
"2025","Miami (OH)","Mid-American","passingTDsOpponent","21"
"2025","Miami (OH)","Mid-American","penalties","74"
"2025","Miami (OH)","Mid-American","penaltiesOpponent","68"
"2025","Miami (OH)","Mid-American","penaltyYards","649"
"2025","Miami (OH)","Mid-American","penaltyYardsOpponent","485"
"2025","Miami (OH)","Mid-American","possessionTime","23755"
"2025","Miami (OH)","Mid-American","possessionTimeOpponent","23045"
"2025","Miami (OH)","Mid-American","puntReturns","20"
"2025","Miami (OH)","Mid-American","puntReturnsOpponent","9"
"2025","Miami (OH)","Mid-American","puntReturnTDs","1"
"2025","Miami (OH)","Mid-American","puntReturnTDsOpponent","0"
"2025","Miami (OH)","Mid-American","puntReturnYards","194"
"2025","Miami (OH)","Mid-American","puntReturnYardsOpponent","77"
"2025","Miami (OH)","Mid-American","rushingAttempts","466"
"2025","Miami (OH)","Mid-American","rushingAttemptsOpponent","452"
"2025","Miami (OH)","Mid-American","rushingTDs","17"
"2025","Miami (OH)","Mid-American","rushingTDsOpponent","12"
"2025","Miami (OH)","Mid-American","rushingYards","1991"
"2025","Miami (OH)","Mid-American","rushingYardsOpponent","1702"
"2025","Miami (OH)","Mid-American","sacks","40"
"2025","Miami (OH)","Mid-American","sacksOpponent","23"
"2025","Miami (OH)","Mid-American","tacklesForLoss","77"
"2025","Miami (OH)","Mid-American","tacklesForLossOpponent","51"
"2025","Miami (OH)","Mid-American","thirdDownConversions","57"
"2025","Miami (OH)","Mid-American","thirdDownConversionsOpponent","80"
"2025","Miami (OH)","Mid-American","thirdDowns","164"
"2025","Miami (OH)","Mid-American","thirdDownsOpponent","186"
"2025","Miami (OH)","Mid-American","totalYards","4541"
"2025","Miami (OH)","Mid-American","totalYardsOpponent","4288"
"2025","Miami (OH)","Mid-American","turnovers","13"
"2025","Miami (OH)","Mid-American","turnoversOpponent","20"
"2025","Michigan","Big Ten","firstDowns","243"
"2025","Michigan","Big Ten","firstDownsOpponent","215"
"2025","Michigan","Big Ten","fourthDownConversions","2"
"2025","Michigan","Big Ten","fourthDownConversionsOpponent","15"
"2025","Michigan","Big Ten","fourthDowns","12"
"2025","Michigan","Big Ten","fourthDownsOpponent","27"
"2025","Michigan","Big Ten","fumblesLost","7"
"2025","Michigan","Big Ten","fumblesLostOpponent","5"
"2025","Michigan","Big Ten","fumblesRecovered","4"
"2025","Michigan","Big Ten","fumblesRecoveredOpponent","7"
"2025","Michigan","Big Ten","games","12"
"2025","Michigan","Big Ten","interceptions","7"
"2025","Michigan","Big Ten","interceptionsOpponent","13"
"2025","Michigan","Big Ten","interceptionTDs","0"
"2025","Michigan","Big Ten","interceptionTDsOpponent","0"
"2025","Michigan","Big Ten","interceptionYards","24"
"2025","Michigan","Big Ten","interceptionYardsOpponent","45"
"2025","Michigan","Big Ten","kickReturns","18"
"2025","Michigan","Big Ten","kickReturnsOpponent","16"
"2025","Michigan","Big Ten","kickReturnTDs","0"
"2025","Michigan","Big Ten","kickReturnTDsOpponent","0"
"2025","Michigan","Big Ten","kickReturnYards","259"
"2025","Michigan","Big Ten","kickReturnYardsOpponent","267"
"2025","Michigan","Big Ten","netPassingYards","2229"
"2025","Michigan","Big Ten","netPassingYardsOpponent","2527"
"2025","Michigan","Big Ten","passAttempts","297"
"2025","Michigan","Big Ten","passAttemptsOpponent","392"
"2025","Michigan","Big Ten","passCompletions","179"
"2025","Michigan","Big Ten","passCompletionsOpponent","250"
"2025","Michigan","Big Ten","passesIntercepted","13"
"2025","Michigan","Big Ten","passesInterceptedOpponent","7"
"2025","Michigan","Big Ten","passingTDs","9"
"2025","Michigan","Big Ten","passingTDsOpponent","15"
"2025","Michigan","Big Ten","penalties","48"
"2025","Michigan","Big Ten","penaltiesOpponent","55"
"2025","Michigan","Big Ten","penaltyYards","413"
"2025","Michigan","Big Ten","penaltyYardsOpponent","459"
"2025","Michigan","Big Ten","possessionTime","21247"
"2025","Michigan","Big Ten","possessionTimeOpponent","21953"
"2025","Michigan","Big Ten","puntReturns","17"
"2025","Michigan","Big Ten","puntReturnsOpponent","15"
"2025","Michigan","Big Ten","puntReturnTDs","0"
"2025","Michigan","Big Ten","puntReturnTDsOpponent","0"
"2025","Michigan","Big Ten","puntReturnYards","65"
"2025","Michigan","Big Ten","puntReturnYardsOpponent","91"
"2025","Michigan","Big Ten","rushingAttempts","459"
"2025","Michigan","Big Ten","rushingAttemptsOpponent","391"
"2025","Michigan","Big Ten","rushingTDs","32"
"2025","Michigan","Big Ten","rushingTDsOpponent","11"
"2025","Michigan","Big Ten","rushingYards","2571"
"2025","Michigan","Big Ten","rushingYardsOpponent","1224"
"2025","Michigan","Big Ten","sacks","28"
"2025","Michigan","Big Ten","sacksOpponent","18"
"2025","Michigan","Big Ten","tacklesForLoss","71"
"2025","Michigan","Big Ten","tacklesForLossOpponent","46"
"2025","Michigan","Big Ten","thirdDownConversions","68"
"2025","Michigan","Big Ten","thirdDownConversionsOpponent","64"
"2025","Michigan","Big Ten","thirdDowns","147"
"2025","Michigan","Big Ten","thirdDownsOpponent","168"
"2025","Michigan","Big Ten","totalYards","4800"
"2025","Michigan","Big Ten","totalYardsOpponent","3751"
"2025","Michigan","Big Ten","turnovers","14"
"2025","Michigan","Big Ten","turnoversOpponent","18"
"2025","Michigan State","Big Ten","firstDowns","226"
"2025","Michigan State","Big Ten","firstDownsOpponent","234"
"2025","Michigan State","Big Ten","fourthDownConversions","12"
"2025","Michigan State","Big Ten","fourthDownConversionsOpponent","11"
"2025","Michigan State","Big Ten","fourthDowns","27"
"2025","Michigan State","Big Ten","fourthDownsOpponent","23"
"2025","Michigan State","Big Ten","fumblesLost","6"
"2025","Michigan State","Big Ten","fumblesLostOpponent","4"
"2025","Michigan State","Big Ten","fumblesRecovered","5"
"2025","Michigan State","Big Ten","fumblesRecoveredOpponent","6"
"2025","Michigan State","Big Ten","games","12"
"2025","Michigan State","Big Ten","interceptions","6"
"2025","Michigan State","Big Ten","interceptionsOpponent","5"
"2025","Michigan State","Big Ten","interceptionTDs","0"
"2025","Michigan State","Big Ten","interceptionTDsOpponent","1"
"2025","Michigan State","Big Ten","interceptionYards","0"
"2025","Michigan State","Big Ten","interceptionYardsOpponent","57"
"2025","Michigan State","Big Ten","kickReturns","13"
"2025","Michigan State","Big Ten","kickReturnsOpponent","17"
"2025","Michigan State","Big Ten","kickReturnTDs","1"
"2025","Michigan State","Big Ten","kickReturnTDsOpponent","0"
"2025","Michigan State","Big Ten","kickReturnYards","325"
