"Season","Team","Conference","StatName","StatValue"
"2025","Central Michigan","Mid-American","rushingYards","2055"
"2025","Central Michigan","Mid-American","rushingYardsOpponent","1835"
"2025","Central Michigan","Mid-American","sacks","28"
"2025","Central Michigan","Mid-American","sacksOpponent","19"
"2025","Central Michigan","Mid-American","tacklesForLoss","64"
"2025","Central Michigan","Mid-American","tacklesForLossOpponent","70"
"2025","Central Michigan","Mid-American","thirdDownConversions","53"
"2025","Central Michigan","Mid-American","thirdDownConversionsOpponent","69"
"2025","Central Michigan","Mid-American","thirdDowns","153"
"2025","Central Michigan","Mid-American","thirdDownsOpponent","167"
"2025","Central Michigan","Mid-American","totalYards","4049"
"2025","Central Michigan","Mid-American","totalYardsOpponent","4321"
"2025","Central Michigan","Mid-American","turnovers","12"
"2025","Central Michigan","Mid-American","turnoversOpponent","20"
"2025","Charlotte","American Athletic","firstDowns","187"
"2025","Charlotte","American Athletic","firstDownsOpponent","310"
"2025","Charlotte","American Athletic","fourthDownConversions","11"
"2025","Charlotte","American Athletic","fourthDownConversionsOpponent","15"
"2025","Charlotte","American Athletic","fourthDowns","24"
"2025","Charlotte","American Athletic","fourthDownsOpponent","26"
"2025","Charlotte","American Athletic","fumblesLost","10"
"2025","Charlotte","American Athletic","fumblesLostOpponent","8"
"2025","Charlotte","American Athletic","fumblesRecovered","8"
"2025","Charlotte","American Athletic","fumblesRecoveredOpponent","10"
"2025","Charlotte","American Athletic","games","12"
"2025","Charlotte","American Athletic","interceptions","13"
"2025","Charlotte","American Athletic","interceptionsOpponent","7"
"2025","Charlotte","American Athletic","interceptionTDs","0"
"2025","Charlotte","American Athletic","interceptionTDsOpponent","2"
"2025","Charlotte","American Athletic","interceptionYards","104"
"2025","Charlotte","American Athletic","interceptionYardsOpponent","239"
"2025","Charlotte","American Athletic","kickReturns","22"
"2025","Charlotte","American Athletic","kickReturnsOpponent","9"
"2025","Charlotte","American Athletic","kickReturnTDs","1"
"2025","Charlotte","American Athletic","kickReturnTDsOpponent","0"
"2025","Charlotte","American Athletic","kickReturnYards","548"
"2025","Charlotte","American Athletic","kickReturnYardsOpponent","158"
"2025","Charlotte","American Athletic","netPassingYards","2448"
"2025","Charlotte","American Athletic","netPassingYardsOpponent","3260"
"2025","Charlotte","American Athletic","passAttempts","379"
"2025","Charlotte","American Athletic","passAttemptsOpponent","402"
"2025","Charlotte","American Athletic","passCompletions","225"
"2025","Charlotte","American Athletic","passCompletionsOpponent","274"
"2025","Charlotte","American Athletic","passesIntercepted","7"
"2025","Charlotte","American Athletic","passesInterceptedOpponent","13"
"2025","Charlotte","American Athletic","passingTDs","14"
"2025","Charlotte","American Athletic","passingTDsOpponent","24"
"2025","Charlotte","American Athletic","penalties","73"
"2025","Charlotte","American Athletic","penaltiesOpponent","51"
"2025","Charlotte","American Athletic","penaltyYards","610"
"2025","Charlotte","American Athletic","penaltyYardsOpponent","550"
"2025","Charlotte","American Athletic","possessionTime","20240"
"2025","Charlotte","American Athletic","possessionTimeOpponent","22960"
"2025","Charlotte","American Athletic","puntReturns","10"
"2025","Charlotte","American Athletic","puntReturnsOpponent","21"
"2025","Charlotte","American Athletic","puntReturnTDs","0"
"2025","Charlotte","American Athletic","puntReturnTDsOpponent","0"
"2025","Charlotte","American Athletic","puntReturnYards","104"
"2025","Charlotte","American Athletic","puntReturnYardsOpponent","187"
"2025","Charlotte","American Athletic","rushingAttempts","363"
"2025","Charlotte","American Athletic","rushingAttemptsOpponent","483"
"2025","Charlotte","American Athletic","rushingTDs","5"
"2025","Charlotte","American Athletic","rushingTDsOpponent","30"
"2025","Charlotte","American Athletic","rushingYards","982"
"2025","Charlotte","American Athletic","rushingYardsOpponent","2404"
"2025","Charlotte","American Athletic","sacks","14"
"2025","Charlotte","American Athletic","sacksOpponent","27"
"2025","Charlotte","American Athletic","tacklesForLoss","48"
"2025","Charlotte","American Athletic","tacklesForLossOpponent","72"
"2025","Charlotte","American Athletic","thirdDownConversions","59"
"2025","Charlotte","American Athletic","thirdDownConversionsOpponent","68"
"2025","Charlotte","American Athletic","thirdDowns","171"
"2025","Charlotte","American Athletic","thirdDownsOpponent","156"
"2025","Charlotte","American Athletic","totalYards","3430"
"2025","Charlotte","American Athletic","totalYardsOpponent","5664"
"2025","Charlotte","American Athletic","turnovers","23"
"2025","Charlotte","American Athletic","turnoversOpponent","15"
"2025","Cincinnati","Big 12","firstDowns","243"
"2025","Cincinnati","Big 12","firstDownsOpponent","272"
"2025","Cincinnati","Big 12","fourthDownConversions","16"
"2025","Cincinnati","Big 12","fourthDownConversionsOpponent","23"
"2025","Cincinnati","Big 12","fourthDowns","22"
"2025","Cincinnati","Big 12","fourthDownsOpponent","36"
"2025","Cincinnati","Big 12","fumblesLost","7"
"2025","Cincinnati","Big 12","fumblesLostOpponent","7"
"2025","Cincinnati","Big 12","fumblesRecovered","7"
"2025","Cincinnati","Big 12","fumblesRecoveredOpponent","7"
"2025","Cincinnati","Big 12","games","12"
"2025","Cincinnati","Big 12","interceptions","5"
"2025","Cincinnati","Big 12","interceptionsOpponent","2"
"2025","Cincinnati","Big 12","interceptionTDs","1"
"2025","Cincinnati","Big 12","interceptionTDsOpponent","0"
"2025","Cincinnati","Big 12","interceptionYards","116"
"2025","Cincinnati","Big 12","interceptionYardsOpponent","35"
"2025","Cincinnati","Big 12","kickReturns","11"
"2025","Cincinnati","Big 12","kickReturnsOpponent","17"
"2025","Cincinnati","Big 12","kickReturnTDs","0"
"2025","Cincinnati","Big 12","kickReturnTDsOpponent","0"
"2025","Cincinnati","Big 12","kickReturnYards","242"
"2025","Cincinnati","Big 12","kickReturnYardsOpponent","300"
"2025","Cincinnati","Big 12","netPassingYards","2895"
"2025","Cincinnati","Big 12","netPassingYardsOpponent","2757"
"2025","Cincinnati","Big 12","passAttempts","343"
"2025","Cincinnati","Big 12","passAttemptsOpponent","374"
"2025","Cincinnati","Big 12","passCompletions","212"
"2025","Cincinnati","Big 12","passCompletionsOpponent","251"
"2025","Cincinnati","Big 12","passesIntercepted","2"
"2025","Cincinnati","Big 12","passesInterceptedOpponent","5"
"2025","Cincinnati","Big 12","passingTDs","28"
"2025","Cincinnati","Big 12","passingTDsOpponent","18"
"2025","Cincinnati","Big 12","penalties","83"
"2025","Cincinnati","Big 12","penaltiesOpponent","63"
"2025","Cincinnati","Big 12","penaltyYards","770"
"2025","Cincinnati","Big 12","penaltyYardsOpponent","489"
"2025","Cincinnati","Big 12","possessionTime","17361"
"2025","Cincinnati","Big 12","possessionTimeOpponent","25839"
"2025","Cincinnati","Big 12","puntReturns","13"
"2025","Cincinnati","Big 12","puntReturnsOpponent","10"
"2025","Cincinnati","Big 12","puntReturnTDs","0"
"2025","Cincinnati","Big 12","puntReturnTDsOpponent","1"
"2025","Cincinnati","Big 12","puntReturnYards","103"
"2025","Cincinnati","Big 12","puntReturnYardsOpponent","111"
"2025","Cincinnati","Big 12","rushingAttempts","363"
"2025","Cincinnati","Big 12","rushingAttemptsOpponent","486"
"2025","Cincinnati","Big 12","rushingTDs","20"
"2025","Cincinnati","Big 12","rushingTDsOpponent","17"
"2025","Cincinnati","Big 12","rushingYards","2165"
"2025","Cincinnati","Big 12","rushingYardsOpponent","2082"
"2025","Cincinnati","Big 12","sacks","22"
"2025","Cincinnati","Big 12","sacksOpponent","7"
"2025","Cincinnati","Big 12","tacklesForLoss","54"
"2025","Cincinnati","Big 12","tacklesForLossOpponent","36"
"2025","Cincinnati","Big 12","thirdDownConversions","51"
"2025","Cincinnati","Big 12","thirdDownConversionsOpponent","68"
"2025","Cincinnati","Big 12","thirdDowns","129"
"2025","Cincinnati","Big 12","thirdDownsOpponent","173"
"2025","Cincinnati","Big 12","totalYards","5060"
"2025","Cincinnati","Big 12","totalYardsOpponent","4839"
"2025","Cincinnati","Big 12","turnovers","12"
"2025","Cincinnati","Big 12","turnoversOpponent","9"
"2025","Clemson","ACC","firstDowns","257"
"2025","Clemson","ACC","firstDownsOpponent","227"
"2025","Clemson","ACC","fourthDownConversions","19"
"2025","Clemson","ACC","fourthDownConversionsOpponent","12"
"2025","Clemson","ACC","fourthDowns","33"
"2025","Clemson","ACC","fourthDownsOpponent","27"
"2025","Clemson","ACC","fumblesLost","8"
"2025","Clemson","ACC","fumblesLostOpponent","8"
"2025","Clemson","ACC","fumblesRecovered","8"
"2025","Clemson","ACC","fumblesRecoveredOpponent","8"
"2025","Clemson","ACC","games","12"
"2025","Clemson","ACC","interceptions","7"
"2025","Clemson","ACC","interceptionsOpponent","9"
"2025","Clemson","ACC","interceptionTDs","1"
"2025","Clemson","ACC","interceptionTDsOpponent","1"
"2025","Clemson","ACC","interceptionYards","64"
"2025","Clemson","ACC","interceptionYardsOpponent","94"
"2025","Clemson","ACC","kickReturns","13"
"2025","Clemson","ACC","kickReturnsOpponent","10"
"2025","Clemson","ACC","kickReturnTDs","0"
"2025","Clemson","ACC","kickReturnTDsOpponent","1"
"2025","Clemson","ACC","kickReturnYards","235"
"2025","Clemson","ACC","kickReturnYardsOpponent","299"
"2025","Clemson","ACC","netPassingYards","3288"
"2025","Clemson","ACC","netPassingYardsOpponent","3010"
"2025","Clemson","ACC","passAttempts","434"
"2025","Clemson","ACC","passAttemptsOpponent","449"
"2025","Clemson","ACC","passCompletions","287"
"2025","Clemson","ACC","passCompletionsOpponent","271"
"2025","Clemson","ACC","passesIntercepted","9"
"2025","Clemson","ACC","passesInterceptedOpponent","7"
"2025","Clemson","ACC","passingTDs","22"
"2025","Clemson","ACC","passingTDsOpponent","16"
"2025","Clemson","ACC","penalties","56"
"2025","Clemson","ACC","penaltiesOpponent","75"
"2025","Clemson","ACC","penaltyYards","542"
"2025","Clemson","ACC","penaltyYardsOpponent","670"
"2025","Clemson","ACC","possessionTime","22581"
"2025","Clemson","ACC","possessionTimeOpponent","20735"
"2025","Clemson","ACC","puntReturns","20"
"2025","Clemson","ACC","puntReturnsOpponent","10"
"2025","Clemson","ACC","puntReturnTDs","0"
"2025","Clemson","ACC","puntReturnTDsOpponent","0"
"2025","Clemson","ACC","puntReturnYards","134"
"2025","Clemson","ACC","puntReturnYardsOpponent","20"
"2025","Clemson","ACC","rushingAttempts","385"
"2025","Clemson","ACC","rushingAttemptsOpponent","345"
"2025","Clemson","ACC","rushingTDs","19"
"2025","Clemson","ACC","rushingTDsOpponent","10"
"2025","Clemson","ACC","rushingYards","1575"
"2025","Clemson","ACC","rushingYardsOpponent","1237"
"2025","Clemson","ACC","sacks","32"
"2025","Clemson","ACC","sacksOpponent","17"
"2025","Clemson","ACC","tacklesForLoss","79"
"2025","Clemson","ACC","tacklesForLossOpponent","59"
"2025","Clemson","ACC","thirdDownConversions","55"
"2025","Clemson","ACC","thirdDownConversionsOpponent","47"
"2025","Clemson","ACC","thirdDowns","160"
"2025","Clemson","ACC","thirdDownsOpponent","162"
"2025","Clemson","ACC","totalYards","4863"
"2025","Clemson","ACC","totalYardsOpponent","4245"
"2025","Clemson","ACC","turnovers","15"
"2025","Clemson","ACC","turnoversOpponent","17"
"2025","Coastal Carolina","Sun Belt","firstDowns","206"
"2025","Coastal Carolina","Sun Belt","firstDownsOpponent","269"
"2025","Coastal Carolina","Sun Belt","fourthDownConversions","10"
"2025","Coastal Carolina","Sun Belt","fourthDownConversionsOpponent","12"
"2025","Coastal Carolina","Sun Belt","fourthDowns","18"
"2025","Coastal Carolina","Sun Belt","fourthDownsOpponent","30"
"2025","Coastal Carolina","Sun Belt","fumblesLost","8"
"2025","Coastal Carolina","Sun Belt","fumblesLostOpponent","8"
"2025","Coastal Carolina","Sun Belt","fumblesRecovered","7"
"2025","Coastal Carolina","Sun Belt","fumblesRecoveredOpponent","9"
"2025","Coastal Carolina","Sun Belt","games","12"
"2025","Coastal Carolina","Sun Belt","interceptions","11"
"2025","Coastal Carolina","Sun Belt","interceptionsOpponent","11"
"2025","Coastal Carolina","Sun Belt","interceptionTDs","0"
"2025","Coastal Carolina","Sun Belt","interceptionTDsOpponent","2"
"2025","Coastal Carolina","Sun Belt","interceptionYards","70"
"2025","Coastal Carolina","Sun Belt","interceptionYardsOpponent","151"
"2025","Coastal Carolina","Sun Belt","kickReturns","22"
"2025","Coastal Carolina","Sun Belt","kickReturnsOpponent","19"
"2025","Coastal Carolina","Sun Belt","kickReturnTDs","1"
"2025","Coastal Carolina","Sun Belt","kickReturnTDsOpponent","1"
"2025","Coastal Carolina","Sun Belt","kickReturnYards","519"
"2025","Coastal Carolina","Sun Belt","kickReturnYardsOpponent","464"
"2025","Coastal Carolina","Sun Belt","netPassingYards","1893"
"2025","Coastal Carolina","Sun Belt","netPassingYardsOpponent","2947"
"2025","Coastal Carolina","Sun Belt","passAttempts","350"
"2025","Coastal Carolina","Sun Belt","passAttemptsOpponent","396"
"2025","Coastal Carolina","Sun Belt","passCompletions","193"
"2025","Coastal Carolina","Sun Belt","passCompletionsOpponent","250"
"2025","Coastal Carolina","Sun Belt","passesIntercepted","11"
"2025","Coastal Carolina","Sun Belt","passesInterceptedOpponent","11"
"2025","Coastal Carolina","Sun Belt","passingTDs","14"
"2025","Coastal Carolina","Sun Belt","passingTDsOpponent","24"
"2025","Coastal Carolina","Sun Belt","penalties","75"
"2025","Coastal Carolina","Sun Belt","penaltiesOpponent","84"
"2025","Coastal Carolina","Sun Belt","penaltyYards","629"
"2025","Coastal Carolina","Sun Belt","penaltyYardsOpponent","707"
"2025","Coastal Carolina","Sun Belt","possessionTime","20199"
"2025","Coastal Carolina","Sun Belt","possessionTimeOpponent","23001"
"2025","Coastal Carolina","Sun Belt","puntReturns","15"
"2025","Coastal Carolina","Sun Belt","puntReturnsOpponent","26"
"2025","Coastal Carolina","Sun Belt","puntReturnTDs","1"
"2025","Coastal Carolina","Sun Belt","puntReturnTDsOpponent","1"
"2025","Coastal Carolina","Sun Belt","puntReturnYards","135"
"2025","Coastal Carolina","Sun Belt","puntReturnYardsOpponent","296"
"2025","Coastal Carolina","Sun Belt","rushingAttempts","446"
"2025","Coastal Carolina","Sun Belt","rushingAttemptsOpponent","480"
"2025","Coastal Carolina","Sun Belt","rushingTDs","15"
"2025","Coastal Carolina","Sun Belt","rushingTDsOpponent","22"
"2025","Coastal Carolina","Sun Belt","rushingYards","1987"
"2025","Coastal Carolina","Sun Belt","rushingYardsOpponent","2547"
"2025","Coastal Carolina","Sun Belt","sacks","18"
"2025","Coastal Carolina","Sun Belt","sacksOpponent","21"
"2025","Coastal Carolina","Sun Belt","tacklesForLoss","63"
"2025","Coastal Carolina","Sun Belt","tacklesForLossOpponent","68"
"2025","Coastal Carolina","Sun Belt","thirdDownConversions","60"
"2025","Coastal Carolina","Sun Belt","thirdDownConversionsOpponent","67"
"2025","Coastal Carolina","Sun Belt","thirdDowns","174"
"2025","Coastal Carolina","Sun Belt","thirdDownsOpponent","168"
"2025","Coastal Carolina","Sun Belt","totalYards","3880"
"2025","Coastal Carolina","Sun Belt","totalYardsOpponent","5494"
"2025","Coastal Carolina","Sun Belt","turnovers","19"
"2025","Coastal Carolina","Sun Belt","turnoversOpponent","19"
"2025","Colorado","Big 12","firstDowns","208"
"2025","Colorado","Big 12","firstDownsOpponent","260"
"2025","Colorado","Big 12","fourthDownConversions","7"
"2025","Colorado","Big 12","fourthDownConversionsOpponent","19"
"2025","Colorado","Big 12","fourthDowns","21"
"2025","Colorado","Big 12","fourthDownsOpponent","31"
"2025","Colorado","Big 12","fumblesLost","6"
"2025","Colorado","Big 12","fumblesLostOpponent","9"
"2025","Colorado","Big 12","fumblesRecovered","10"
"2025","Colorado","Big 12","fumblesRecoveredOpponent","6"
"2025","Colorado","Big 12","games","12"
"2025","Colorado","Big 12","interceptions","11"
"2025","Colorado","Big 12","interceptionsOpponent","6"
"2025","Colorado","Big 12","interceptionTDs","0"
"2025","Colorado","Big 12","interceptionTDsOpponent","0"
"2025","Colorado","Big 12","interceptionYards","50"
"2025","Colorado","Big 12","interceptionYardsOpponent","183"
"2025","Colorado","Big 12","kickReturns","30"
"2025","Colorado","Big 12","kickReturnsOpponent","7"
"2025","Colorado","Big 12","kickReturnTDs","0"
"2025","Colorado","Big 12","kickReturnTDsOpponent","0"
"2025","Colorado","Big 12","kickReturnYards","686"
"2025","Colorado","Big 12","kickReturnYardsOpponent","139"
"2025","Colorado","Big 12","netPassingYards","2433"
"2025","Colorado","Big 12","netPassingYardsOpponent","2438"
"2025","Colorado","Big 12","passAttempts","356"
"2025","Colorado","Big 12","passAttemptsOpponent","323"
"2025","Colorado","Big 12","passCompletions","210"
"2025","Colorado","Big 12","passCompletionsOpponent","179"
"2025","Colorado","Big 12","passesIntercepted","6"
"2025","Colorado","Big 12","passesInterceptedOpponent","11"
"2025","Colorado","Big 12","passingTDs","17"
"2025","Colorado","Big 12","passingTDsOpponent","18"
"2025","Colorado","Big 12","penalties","68"
"2025","Colorado","Big 12","penaltiesOpponent","72"
"2025","Colorado","Big 12","penaltyYards","599"
"2025","Colorado","Big 12","penaltyYardsOpponent","680"
"2025","Colorado","Big 12","possessionTime","20755"
"2025","Colorado","Big 12","possessionTimeOpponent","22445"
"2025","Colorado","Big 12","puntReturns","11"
"2025","Colorado","Big 12","puntReturnsOpponent","25"
"2025","Colorado","Big 12","puntReturnTDs","0"
"2025","Colorado","Big 12","puntReturnTDsOpponent","0"
"2025","Colorado","Big 12","puntReturnYards","79"
"2025","Colorado","Big 12","puntReturnYardsOpponent","247"
"2025","Colorado","Big 12","rushingAttempts","424"
"2025","Colorado","Big 12","rushingAttemptsOpponent","505"
"2025","Colorado","Big 12","rushingTDs","15"
"2025","Colorado","Big 12","rushingTDsOpponent","25"
"2025","Colorado","Big 12","rushingYards","1520"
"2025","Colorado","Big 12","rushingYardsOpponent","2681"
"2025","Colorado","Big 12","sacks","14"
"2025","Colorado","Big 12","sacksOpponent","39"
"2025","Colorado","Big 12","tacklesForLoss","60"
"2025","Colorado","Big 12","tacklesForLossOpponent","97"
"2025","Colorado","Big 12","thirdDownConversions","68"
"2025","Colorado","Big 12","thirdDownConversionsOpponent","56"
"2025","Colorado","Big 12","thirdDowns","177"
"2025","Colorado","Big 12","thirdDownsOpponent","159"
"2025","Colorado","Big 12","totalYards","3953"
"2025","Colorado","Big 12","totalYardsOpponent","5119"
"2025","Colorado","Big 12","turnovers","17"
"2025","Colorado","Big 12","turnoversOpponent","15"
"2025","Colorado State","Mountain West","firstDowns","220"
"2025","Colorado State","Mountain West","firstDownsOpponent","256"
"2025","Colorado State","Mountain West","fourthDownConversions","14"
"2025","Colorado State","Mountain West","fourthDownConversionsOpponent","13"
"2025","Colorado State","Mountain West","fourthDowns","30"
"2025","Colorado State","Mountain West","fourthDownsOpponent","19"
"2025","Colorado State","Mountain West","fumblesLost","8"
"2025","Colorado State","Mountain West","fumblesLostOpponent","8"
"2025","Colorado State","Mountain West","fumblesRecovered","8"
"2025","Colorado State","Mountain West","fumblesRecoveredOpponent","8"
"2025","Colorado State","Mountain West","games","12"
"2025","Colorado State","Mountain West","interceptions","12"
"2025","Colorado State","Mountain West","interceptionsOpponent","8"
"2025","Colorado State","Mountain West","interceptionTDs","0"
"2025","Colorado State","Mountain West","interceptionTDsOpponent","0"
"2025","Colorado State","Mountain West","interceptionYards","69"
"2025","Colorado State","Mountain West","interceptionYardsOpponent","127"
"2025","Colorado State","Mountain West","kickReturns","17"
"2025","Colorado State","Mountain West","kickReturnsOpponent","12"
"2025","Colorado State","Mountain West","kickReturnTDs","0"
"2025","Colorado State","Mountain West","kickReturnTDsOpponent","0"
"2025","Colorado State","Mountain West","kickReturnYards","319"
"2025","Colorado State","Mountain West","kickReturnYardsOpponent","272"
"2025","Colorado State","Mountain West","netPassingYards","2591"
"2025","Colorado State","Mountain West","netPassingYardsOpponent","2653"
"2025","Colorado State","Mountain West","passAttempts","394"
"2025","Colorado State","Mountain West","passAttemptsOpponent","325"
"2025","Colorado State","Mountain West","passCompletions","243"
"2025","Colorado State","Mountain West","passCompletionsOpponent","205"
"2025","Colorado State","Mountain West","passesIntercepted","8"
"2025","Colorado State","Mountain West","passesInterceptedOpponent","12"
"2025","Colorado State","Mountain West","passingTDs","15"
"2025","Colorado State","Mountain West","passingTDsOpponent","18"
"2025","Colorado State","Mountain West","penalties","70"
"2025","Colorado State","Mountain West","penaltiesOpponent","80"
"2025","Colorado State","Mountain West","penaltyYards","675"
"2025","Colorado State","Mountain West","penaltyYardsOpponent","712"
"2025","Colorado State","Mountain West","possessionTime","19324"
"2025","Colorado State","Mountain West","possessionTimeOpponent","23876"
"2025","Colorado State","Mountain West","puntReturns","15"
"2025","Colorado State","Mountain West","puntReturnsOpponent","19"
"2025","Colorado State","Mountain West","puntReturnTDs","1"
"2025","Colorado State","Mountain West","puntReturnTDsOpponent","0"
"2025","Colorado State","Mountain West","puntReturnYards","212"
"2025","Colorado State","Mountain West","puntReturnYardsOpponent","110"
"2025","Colorado State","Mountain West","rushingAttempts","363"
"2025","Colorado State","Mountain West","rushingAttemptsOpponent","490"
"2025","Colorado State","Mountain West","rushingTDs","13"
"2025","Colorado State","Mountain West","rushingTDsOpponent","30"
"2025","Colorado State","Mountain West","rushingYards","1299"
"2025","Colorado State","Mountain West","rushingYardsOpponent","2460"
"2025","Colorado State","Mountain West","sacks","16"
"2025","Colorado State","Mountain West","sacksOpponent","32"
"2025","Colorado State","Mountain West","tacklesForLoss","46"
"2025","Colorado State","Mountain West","tacklesForLossOpponent","74"
"2025","Colorado State","Mountain West","thirdDownConversions","52"
"2025","Colorado State","Mountain West","thirdDownConversionsOpponent","73"
"2025","Colorado State","Mountain West","thirdDowns","158"
"2025","Colorado State","Mountain West","thirdDownsOpponent","157"
"2025","Colorado State","Mountain West","totalYards","3890"
"2025","Colorado State","Mountain West","totalYardsOpponent","5113"
"2025","Colorado State","Mountain West","turnovers","20"
"2025","Colorado State","Mountain West","turnoversOpponent","16"
"2025","Delaware","Conference USA","firstDowns","280"
"2025","Delaware","Conference USA","firstDownsOpponent","253"
"2025","Delaware","Conference USA","fourthDownConversions","19"
"2025","Delaware","Conference USA","fourthDownConversionsOpponent","15"
"2025","Delaware","Conference USA","fourthDowns","34"
"2025","Delaware","Conference USA","fourthDownsOpponent","21"
"2025","Delaware","Conference USA","fumblesLost","11"
"2025","Delaware","Conference USA","fumblesLostOpponent","3"
"2025","Delaware","Conference USA","fumblesRecovered","3"
"2025","Delaware","Conference USA","fumblesRecoveredOpponent","12"
"2025","Delaware","Conference USA","games","12"
"2025","Delaware","Conference USA","interceptions","8"
"2025","Delaware","Conference USA","interceptionsOpponent","13"
"2025","Delaware","Conference USA","interceptionTDs","1"
"2025","Delaware","Conference USA","interceptionTDsOpponent","2"
"2025","Delaware","Conference USA","interceptionYards","94"
"2025","Delaware","Conference USA","interceptionYardsOpponent","82"
"2025","Delaware","Conference USA","kickReturns","27"
"2025","Delaware","Conference USA","kickReturnsOpponent","17"
"2025","Delaware","Conference USA","kickReturnTDs","0"
"2025","Delaware","Conference USA","kickReturnTDsOpponent","0"
"2025","Delaware","Conference USA","kickReturnYards","636"
"2025","Delaware","Conference USA","kickReturnYardsOpponent","326"
"2025","Delaware","Conference USA","netPassingYards","3614"
"2025","Delaware","Conference USA","netPassingYardsOpponent","2961"
"2025","Delaware","Conference USA","passAttempts","511"
"2025","Delaware","Conference USA","passAttemptsOpponent","389"
"2025","Delaware","Conference USA","passCompletions","318"
"2025","Delaware","Conference USA","passCompletionsOpponent","244"
"2025","Delaware","Conference USA","passesIntercepted","13"
"2025","Delaware","Conference USA","passesInterceptedOpponent","8"
"2025","Delaware","Conference USA","passingTDs","23"
"2025","Delaware","Conference USA","passingTDsOpponent","20"
"2025","Delaware","Conference USA","penalties","67"
"2025","Delaware","Conference USA","penaltiesOpponent","84"
"2025","Delaware","Conference USA","penaltyYards","620"
"2025","Delaware","Conference USA","penaltyYardsOpponent","825"
"2025","Delaware","Conference USA","possessionTime","22073"
"2025","Delaware","Conference USA","possessionTimeOpponent","21127"
"2025","Delaware","Conference USA","puntReturns","6"
"2025","Delaware","Conference USA","puntReturnsOpponent","15"
"2025","Delaware","Conference USA","puntReturnTDs","1"
"2025","Delaware","Conference USA","puntReturnTDsOpponent","0"
"2025","Delaware","Conference USA","puntReturnYards","94"
"2025","Delaware","Conference USA","puntReturnYardsOpponent","102"
"2025","Delaware","Conference USA","rushingAttempts","378"
"2025","Delaware","Conference USA","rushingAttemptsOpponent","412"
"2025","Delaware","Conference USA","rushingTDs","19"
"2025","Delaware","Conference USA","rushingTDsOpponent","25"
"2025","Delaware","Conference USA","rushingYards","1392"
"2025","Delaware","Conference USA","rushingYardsOpponent","1977"
"2025","Delaware","Conference USA","sacks","24"
"2025","Delaware","Conference USA","sacksOpponent","25"
"2025","Delaware","Conference USA","tacklesForLoss","75"
"2025","Delaware","Conference USA","tacklesForLossOpponent","67"
"2025","Delaware","Conference USA","thirdDownConversions","73"
"2025","Delaware","Conference USA","thirdDownConversionsOpponent","67"
"2025","Delaware","Conference USA","thirdDowns","176"
"2025","Delaware","Conference USA","thirdDownsOpponent","166"
"2025","Delaware","Conference USA","totalYards","5006"
"2025","Delaware","Conference USA","totalYardsOpponent","4938"
"2025","Delaware","Conference USA","turnovers","19"
"2025","Delaware","Conference USA","turnoversOpponent","16"
"2025","Duke","ACC","firstDowns","291"
"2025","Duke","ACC","firstDownsOpponent","292"
"2025","Duke","ACC","fourthDownConversions","29"
"2025","Duke","ACC","fourthDownConversionsOpponent","14"
"2025","Duke","ACC","fourthDowns","38"
"2025","Duke","ACC","fourthDownsOpponent","25"
"2025","Duke","ACC","fumblesLost","8"
"2025","Duke","ACC","fumblesLostOpponent","8"
"2025","Duke","ACC","fumblesRecovered","8"
"2025","Duke","ACC","fumblesRecoveredOpponent","8"
"2025","Duke","ACC","games","13"
"2025","Duke","ACC","interceptions","5"
"2025","Duke","ACC","interceptionsOpponent","13"
"2025","Duke","ACC","interceptionTDs","1"
"2025","Duke","ACC","interceptionTDsOpponent","0"
"2025","Duke","ACC","interceptionYards","167"
"2025","Duke","ACC","interceptionYardsOpponent","12"
"2025","Duke","ACC","kickReturns","22"
"2025","Duke","ACC","kickReturnsOpponent","19"
"2025","Duke","ACC","kickReturnTDs","1"
"2025","Duke","ACC","kickReturnTDsOpponent","0"
"2025","Duke","ACC","kickReturnYards","652"
"2025","Duke","ACC","kickReturnYardsOpponent","347"
"2025","Duke","ACC","netPassingYards","3668"
"2025","Duke","ACC","netPassingYardsOpponent","3495"
"2025","Duke","ACC","passAttempts","455"
"2025","Duke","ACC","passAttemptsOpponent","424"
"2025","Duke","ACC","passCompletions","307"
"2025","Duke","ACC","passCompletionsOpponent","283"
"2025","Duke","ACC","passesIntercepted","13"
"2025","Duke","ACC","passesInterceptedOpponent","5"
"2025","Duke","ACC","passingTDs","30"
"2025","Duke","ACC","passingTDsOpponent","18"
"2025","Duke","ACC","penalties","84"
"2025","Duke","ACC","penaltiesOpponent","87"
"2025","Duke","ACC","penaltyYards","818"
"2025","Duke","ACC","penaltyYardsOpponent","809"
"2025","Duke","ACC","possessionTime","22962"
"2025","Duke","ACC","possessionTimeOpponent","23838"
"2025","Duke","ACC","puntReturns","10"
"2025","Duke","ACC","puntReturnsOpponent","12"
"2025","Duke","ACC","puntReturnTDs","1"
"2025","Duke","ACC","puntReturnTDsOpponent","0"
"2025","Duke","ACC","puntReturnYards","116"
"2025","Duke","ACC","puntReturnYardsOpponent","45"
"2025","Duke","ACC","rushingAttempts","418"
"2025","Duke","ACC","rushingAttemptsOpponent","445"
"2025","Duke","ACC","rushingTDs","24"
"2025","Duke","ACC","rushingTDsOpponent","27"
"2025","Duke","ACC","rushingYards","1723"
"2025","Duke","ACC","rushingYardsOpponent","1818"
"2025","Duke","ACC","sacks","26"
